Unique Lake,sampledate,Chla (µg/L),TP (µg/L),TN (µg/L)
CHNL32,2016-06-15,4.28,64.0,1837.0
CHNL32,2016-07-15,2.99,87.0,1867.0
CHNL32,2016-08-15,4.77,64.0,1537.0
CHNL32,2016-09-15,4.97,89.0,1483.0
CHNL32,2016-10-15,1.95,98.0,1770.0
CHNL32,2016-11-15,1.46,99.0,2247.0
CHNL32,2016-12-15,2.44,95.0,2660.0
CHNL32,2017-01-15,1.52,65.0,2100.0
CHNL32,2017-02-15,2.0300000000000002,57.0,1800.0
CHNL32,2017-03-15,2.65,68.0,2093.0
CHNL32,2017-04-15,2.3600000000000003,68.0,1940.0
CHNL32,2017-05-15,2.3,63.0,1860.0
CHNL32,2017-06-15,1.77,72.0,1790.0
CHNL32,2017-07-15,2.81,71.0,1460.0
CHNL32,2017-08-15,2.77,54.0,1520.0
CHNL32,2017-09-15,2.35,93.0,1567.0
CHNL32,2017-10-15,2.5,110.0,1505.0
CHNL32,2017-11-15,3.5,80.0,1675.0
CHNL32,2017-12-15,3.0,120.0,2120.0
CHNL32,2018-01-15,2.0,90.0,1780.0
CHNL32,2018-02-15,1.0,70.0,1905.0
CHNL32,2018-03-15,3.0,80.0,2060.0
CHNL32,2018-04-15,2.0,60.0,1930.0
CHNL32,2018-05-15,2.0,60.0,1740.0
CHNL32,2018-06-15,3.0,70.0,2240.0
CHNL32,2018-07-15,2.0,60.0,1870.0
CHNL32,2018-08-15,6.0,50.0,1600.0
CHNL32,2018-09-15,4.0,60.0,1480.0
CHNL32,2018-10-15,3.0,80.0,1550.0
CHNL32,2018-11-15,2.0,60.0,1630.0
CHNL32,2018-12-15,1.0,80.0,1640.0
CHNL32,2019-01-15,1.0,60.0,1850.0
CHNL32,2019-02-15,2.0,50.0,1860.0
CHNL32,2019-03-15,1.0,60.0,1860.0
CHNL32,2019-04-15,1.0,70.0,1710.0
CHNL32,2019-05-15,1.0,60.0,1720.0
CHNL32,2019-06-15,1.0,60.0,1490.0
CHNL32,2019-07-15,2.0,40.0,1670.0
CHNL32,2019-08-15,5.0,50.0,1500.0
CHNL32,2019-09-15,1.0,70.0,1590.0
CHNL32,2019-10-15,1.0,70.0,1400.0
CHNL32,2019-11-15,2.0,60.0,1420.0
CHNL32,2019-12-15,1.0,70.0,1660.0
CHNL32,2020-01-15,1.0,70.0,1540.0
CHNL32,2020-02-15,3.0,64.0,1870.0
CHNL32,2020-03-15,1.0,60.0,1700.0
CHNL32,2020-04-15,1.0,70.0,1790.0
CHNL32,2020-05-15,10.0,60.0,1780.0
CHNL32,2020-06-15,3.0,65.0,1440.0
CHNL32,2020-07-15,5.0,53.0,1360.0
CHNL32,2020-08-15,6.0,47.0,1260.0
CHNL32,2020-09-15,2.0,55.0,1490.0
CHNL32,2020-10-15,1.0,62.0,1380.0
CHNL32,2020-11-15,3.0,50.0,1420.0
CHNL32,2020-12-15,2.0,60.0,2090.0
CHNL32,2021-01-15,2.0,62.0,1790.0
CHNL32,2021-02-15,3.0,50.0,1490.0
CHNL32,2021-03-15,3.0,57.0,1790.0
CHNL32,2021-04-15,2.0,70.0,1990.0
CHNL32,2021-05-15,2.0,50.0,1680.0
CHNL32,2021-06-15,2.0,63.0,1770.0
CHNL32,2021-07-15,5.0,65.0,1800.0
CHNL32,2021-08-15,2.0,64.0,1500.0
CHNL32,2021-09-15,5.0,60.0,1530.0
CHNL32,2021-10-15,3.0,68.0,1510.0
CHNL32,2021-11-15,2.0,52.0,1560.0
CHNL32,2021-12-15,4.0,62.0,2090.0
CHNL32,2022-01-15,2.0,60.0,1770.0
CHNL32,2022-02-15,1.0,55.0,1850.0
CHNL32,2022-03-15,4.0,46.0,1740.0
CHNL32,2022-04-15,1.0,63.0,1720.0
CHNL32,2022-05-15,2.0,58.0,1640.0
CHNL32,2022-06-15,2.5,56.0,1750.0
CHNL32,2022-07-15,3.0,66.0,1430.0
CHNL32,2022-08-15,4.0,60.0,1380.0
CHNL32,2022-09-15,7.5,63.0,1065.0
CHNL32,2022-10-15,2.0,66.5,1460.0
CHNL32,2022-11-15,3.0,62.5,1525.0
CHNL32,2022-12-15,2.0,50.0,1350.0
CHNL34,2005-01-15,5.911,15.667,534.0
CHNL34,2005-02-15,8.767000000000001,20.333000000000002,661.5
CHNL34,2005-03-15,11.256,18.055999999999997,366.0
CHNL34,2005-04-15,7.811,19.667,543.0
CHNL34,2005-05-15,9.233,19.221999999999998,497.5
CHNL34,2005-06-15,10.633000000000001,30.778,695.0
CHNL34,2005-07-15,12.267,40.722,386.0
CHNL34,2005-08-15,27.667,38.611,609.0
CHNL34,2005-09-15,14.467,34.389,614.0
CHNL34,2005-10-15,24.667,29.278,561.0
CHNL34,2005-11-15,5.3,24.778000000000002,500.0
CHNL34,2005-12-15,7.744,16.611,336.0
CHNL34,2006-01-15,4.056,10.0,540.0
CHNL34,2006-02-15,6.343999999999999,19.221999999999998,473.0
CHNL34,2006-03-15,7.7669999999999995,21.111,583.0
CHNL34,2006-04-15,7.522,18.221999999999998,470.0
CHNL34,2006-05-15,8.633000000000001,19.333,583.0
CHNL34,2006-06-15,11.144,25.111,756.0
CHNL34,2006-07-15,25.7,31.111,690.0
CHNL34,2006-08-15,11.144,29.444000000000003,756.0
CHNL34,2006-09-15,15.921999999999999,33.222,751.0
CHNL34,2006-10-15,11.856,39.222,796.0
CHNL34,2006-11-15,25.367,12.444,554.0
CHNL34,2006-12-15,7.567,16.778000000000002,559.0
CHNL34,2007-01-15,6.689,13.110999999999999,523.0
CHNL34,2007-02-15,4.278,12.222,552.0
CHNL34,2007-04-15,7.4,11.333,420.0
CHNL34,2007-05-15,5.111,14.056000000000001,565.0
CHNL34,2007-06-15,19.022000000000002,13.443999999999999,485.0
CHNL34,2007-07-15,10.789,19.221999999999998,470.0
CHNL34,2007-08-15,9.356,15.110999999999999,630.0
CHNL34,2007-09-15,23.144000000000002,23.167,630.0
CHNL34,2007-10-15,20.633,17.0,585.0
CHNL34,2007-11-15,23.144000000000002,15.443999999999999,545.0
CHNL34,2007-12-15,17.232999999999997,12.0,430.0
CHNL34,2008-01-15,10.756,13.556000000000001,366.0
CHNL34,2008-02-15,17.232999999999997,13.0,440.0
CHNL34,2008-03-15,10.756,13.443999999999999,245.0
CHNL34,2008-04-15,6.711,17.333000000000002,300.0
CHNL34,2008-05-15,10.543999999999999,22.666999999999998,330.0
CHNL34,2008-06-15,6.711,13.778,420.0
CHNL34,2008-07-15,16.389,22.110999999999997,290.0
CHNL34,2008-08-15,14.822000000000001,22.944,440.0
CHNL34,2008-09-15,16.656000000000002,14.667,450.0
CHNL34,2008-10-15,19.011,20.611,525.0
CHNL34,2008-11-15,17.4,15.333,475.0
CHNL34,2008-12-15,16.167,25.944,500.0
CHNL34,2009-01-15,8.866999999999999,12.889,640.0
CHNL34,2009-02-15,4.678,10.333,540.0
CHNL34,2009-03-15,4.978,14.444,490.0
CHNL34,2009-04-15,8.822,14.444,490.0
CHNL34,2009-05-15,10.111,22.778,610.0
CHNL34,2009-06-15,16.667,29.333000000000002,510.0
CHNL34,2009-07-15,18.866999999999997,28.111,730.0
CHNL34,2009-08-15,21.144,36.556,710.0
CHNL34,2009-09-15,19.267,24.111,720.0
CHNL34,2009-10-15,23.778000000000002,37.222,630.0
CHNL34,2009-11-15,23.156,24.222,540.0
CHNL34,2009-12-15,23.366999999999997,26.110999999999997,500.0
CHNL34,2010-01-15,16.322,22.556,470.0
CHNL34,2010-02-15,10.411,19.221999999999998,470.0
CHNL34,2010-03-15,6.1000000000000005,17.555999999999997,510.0
CHNL34,2010-04-15,6.1000000000000005,18.333,440.0
CHNL34,2010-05-15,12.177999999999999,22.556,550.0
CHNL34,2010-06-15,11.9,21.778,490.0
CHNL34,2010-07-15,15.8,30.667,570.0
CHNL34,2010-08-15,21.489,31.333,670.0
CHNL34,2010-09-15,14.511,27.778000000000002,600.0
CHNL34,2010-10-15,23.878,27.889,640.0
CHNL34,2010-11-15,19.3,22.444,660.0
CHNL34,2010-12-15,11.189,11.556000000000001,550.0
CHNL34,2011-01-15,7.844,17.666999999999998,470.0
CHNL34,2011-02-15,3.356,12.222,480.0
CHNL34,2011-03-15,6.633,20.444,500.0
CHNL34,2011-04-15,5.078,17.778,500.0
CHNL34,2011-05-15,8.678,24.0,560.0
CHNL34,2011-06-15,11.478,24.667,500.0
CHNL34,2011-07-15,19.011,31.222,570.0
CHNL34,2011-08-15,16.811,34.111000000000004,580.0
CHNL34,2011-09-15,14.544,32.556000000000004,570.0
CHNL34,2011-10-15,13.488999999999999,27.222,520.0
CHNL34,2011-11-15,15.622,26.444,500.0
CHNL34,2011-12-15,3.9,18.333,450.0
CHNL34,2012-01-15,8.312999999999999,19.933,431.665
CHNL34,2012-02-15,5.887,16.833000000000002,500.0
CHNL34,2012-03-15,9.799999999999999,20.5,493.33500000000004
CHNL34,2012-04-15,7.23,20.733,510.0
CHNL34,2012-05-15,6.843,21.967,486.665
CHNL34,2012-06-15,8.319999999999999,26.599999999999998,580.0
CHNL34,2012-07-15,20.567,36.333,570.0
CHNL34,2012-08-15,20.067,37.778,550.0
CHNL34,2012-09-15,24.611,39.667,580.0
CHNL34,2012-10-15,12.921999999999999,23.0,600.0
CHNL34,2012-11-15,12.7,23.111,480.0
CHNL34,2012-12-15,15.299999999999999,22.2,440.0
CHNL34,2013-01-15,12.966999999999999,17.5,505.0
CHNL34,2013-02-15,6.24,21.8,530.0
CHNL34,2013-03-15,4.34,23.599999999999998,490.0
CHNL34,2013-04-15,4.08,21.4,550.0
CHNL34,2013-05-15,4.04,25.0,510.0
CHNL34,2013-06-15,6.159999999999999,25.8,540.0
CHNL34,2013-07-15,6.8999999999999995,33.0,490.0
CHNL34,2013-08-15,7.720000000000001,28.0,570.0
CHNL34,2013-09-15,13.82,37.6,530.0
CHNL34,2013-10-15,13.0,40.800000000000004,530.0
CHNL34,2013-11-15,11.2,36.0,570.0
CHNL34,2013-12-15,8.68,18.8,460.0
CHNL34,2014-01-15,5.6,19.2,470.0
CHNL34,2014-02-15,6.4,18.0,450.0
CHNL34,2014-03-15,4.28,14.0,440.0
CHNL34,2014-04-15,3.7399999999999998,17.8,480.0
CHNL34,2014-05-15,7.8,19.599999999999998,430.0
CHNL34,2014-06-15,3.78,21.6,490.0
CHNL34,2014-07-15,4.9399999999999995,28.0,480.0
CHNL34,2014-08-15,9.22,32.599999999999994,560.0
CHNL34,2014-09-15,9.48,30.599999999999998,490.0
CHNL34,2014-10-15,10.44,31.6,450.0
CHNL34,2014-11-15,7.3,18.4,470.0
CHNL34,2014-12-15,8.959999999999999,22.2,450.0
CHNL34,2015-01-15,5.88,17.4,460.0
CHNL34,2015-02-15,6.26,15.2,420.0
CHNL34,2015-03-15,3.2,15.8,460.0
CHNL34,2015-04-15,5.1000000000000005,17.8,470.0
CHNL34,2015-05-15,2.8800000000000003,19.0,460.0
CHNL34,2015-06-15,4.819999999999999,21.2,560.0
CHNL34,2015-07-15,7.4799999999999995,27.799999999999997,530.0
CHNL34,2015-08-15,10.52,23.599999999999998,560.0
CHNL34,2015-09-15,16.34,22.2,580.0
CHNL34,2015-10-15,13.14,29.8,530.0
CHNL34,2015-11-15,23.580000000000002,23.599999999999998,440.0
CHNL34,2015-12-15,16.04,25.0,490.0
CHNL34,2016-01-15,6.5,24.2,490.0
CHNL34,2016-02-15,10.42,15.6,450.0
CHNL34,2016-03-15,6.4,20.400000000000002,510.0
CHNL34,2016-04-15,7.2,24.6,530.0
CHNL34,2016-05-15,6.0600000000000005,26.8,570.0
CHNL34,2016-06-15,6.24,26.599999999999998,500.0
CHNL34,2016-07-15,10.0,30.200000000000003,570.0
CHNL34,2016-08-15,9.94,29.6,520.0
CHNL34,2016-09-15,13.780000000000001,45.400000000000006,600.0
CHNL34,2016-10-15,23.279999999999998,37.199999999999996,580.0
CHNL34,2016-11-15,14.86,36.0,660.0
CHNL34,2016-12-15,6.54,24.400000000000002,560.0
CHNL34,2017-01-15,12.319999999999999,23.2,490.0
CHNL34,2017-02-15,6.94,24.400000000000002,480.0
CHNL34,2017-03-15,10.64,22.0,490.0
CHNL34,2017-04-15,7.119999999999999,15.8,500.0
CHNL34,2017-05-15,8.42,22.2,480.0
CHNL34,2017-06-15,12.64,24.0,600.0
CHNL34,2017-07-15,14.840000000000002,35.8,530.0
CHNL34,2017-08-15,17.74,47.800000000000004,670.0
CHNL34,2017-09-15,20.1,41.0,650.0
CHNL34,2017-10-15,3.57,40.0,710.0
CHNL34,2017-11-15,4.0,20.0,526.67
CHNL34,2017-12-15,15.0,26.669999999999998,573.33
CHNL34,2018-01-15,10.0,26.669999999999998,713.33
CHNL34,2018-02-15,21.669999999999998,20.0,420.0
CHNL34,2018-03-15,9.0,20.0,470.0
CHNL34,2018-04-15,5.0,20.0,600.0
CHNL34,2018-05-15,7.0,20.0,600.0
CHNL34,2018-06-15,10.0,30.0,610.0
CHNL34,2018-07-15,4.0,20.0,530.0
CHNL34,2018-08-15,11.0,40.0,640.0
CHNL34,2018-09-15,8.0,30.0,470.0
CHNL34,2018-10-15,6.0,30.0,440.0
CHNL34,2018-11-15,7.0,20.0,420.0
CHNL34,2018-12-15,6.0,20.0,280.0
CHNL34,2019-01-15,11.4,19.400000000000002,580.0
CHNL34,2019-02-15,10.0,19.599999999999998,580.0
CHNL34,2019-03-15,14.0,23.400000000000002,600.0
CHNL34,2019-04-15,10.4,20.0,610.0
CHNL34,2019-05-15,13.2,20.0,560.0
CHNL34,2019-06-15,9.6,20.0,630.0
CHNL34,2019-07-15,13.4,22.0,530.0
CHNL34,2019-08-15,11.799999999999999,26.0,680.0
CHNL34,2019-09-15,21.2,38.0,650.0
CHNL34,2019-10-15,13.799999999999999,28.0,770.0
CHNL34,2019-11-15,5.8,20.0,600.0
CHNL34,2019-12-15,8.6,17.0,560.0
CHNL34,2020-01-15,10.0,15.0,580.0
CHNL34,2020-02-15,10.0,20.0,460.0
CHNL34,2020-03-15,10.0,22.0,420.0
CHNL34,2020-04-15,10.0,15.0,540.0
CHNL34,2020-05-15,10.0,20.0,460.0
CHNL34,2020-06-15,9.0,30.0,620.0
CHNL34,2020-07-15,9.0,21.0,360.0
CHNL34,2020-08-15,10.0,26.0,400.0
CHNL34,2020-09-15,3.0,22.0,510.0
CHNL34,2020-10-15,17.0,20.0,450.0
CHNL34,2020-11-15,4.0,18.0,440.0
CHNL34,2020-12-15,14.0,22.0,410.0
CHNL34,2021-01-15,8.667,19.667,580.0
CHNL34,2021-02-15,12.0,19.667,460.0
CHNL34,2021-03-15,9.667,19.0,460.0
CHNL34,2021-04-15,6.667,19.0,480.0
CHNL34,2021-05-15,12.667,24.0,560.0
CHNL34,2021-06-15,4.0,21.0,370.0
CHNL34,2021-07-15,12.667,29.333000000000002,460.0
CHNL34,2021-08-15,22.666999999999998,27.0,500.0
CHNL34,2021-09-15,21.5,22.666999999999998,340.0
CHNL34,2021-10-15,29.5,32.667,860.0
CHNL34,2021-11-15,20.0,22.666999999999998,470.0
CHNL34,2021-12-15,1.667,29.0,370.0
CHNL34,2022-01-15,2.6670000000000003,35.333000000000006,570.0
CHNL34,2022-02-15,3.0,26.666999999999998,500.0
CHNL34,2022-03-15,1.0,20.0,300.0
CHNL34,2022-04-15,5.667,17.666999999999998,560.0
CHNL34,2022-05-15,5.333,13.667,440.0
CHNL34,2022-06-15,6.0,21.333000000000002,420.0
CHNL34,2022-07-15,18.0,25.666999999999998,700.0
CHNL34,2022-08-15,10.667,22.666999999999998,490.0
CHNL34,2022-09-15,12.667,21.0,240.0
CHNL34,2022-10-15,9.332999999999998,19.667,260.0
CHNL34,2022-11-15,10.333,19.667,390.0
CHNL34,2022-12-15,9.0,18.0,440.0
CHNL37,2012-01-15,2.5,,150.0
CHNL37,2012-02-15,3.67,,150.0
CHNL37,2012-03-15,3.59,,130.0
CHNL37,2012-04-15,1.0,,170.0
CHNL37,2012-05-15,1.61,,140.0
CHNL37,2012-06-15,1.3699999999999999,5.0,170.0
CHNL37,2012-07-15,1.4400000000000002,5.0,180.0
CHNL37,2012-08-15,1.39,5.0,160.0
CHNL37,2012-09-15,1.5,5.0,150.0
CHNL37,2012-10-15,1.6900000000000002,5.0,150.0
CHNL37,2012-11-15,1.88,5.0,160.0
CHNL37,2012-12-15,1.6900000000000002,,170.0
CHNL37,2013-01-15,2.2300000000000004,,160.0
CHNL37,2013-02-15,2.59,,150.0
CHNL37,2013-03-15,2.2300000000000004,,170.0
CHNL37,2013-04-15,1.66,,180.0
CHNL37,2013-05-15,2.0,,170.0
CHNL37,2013-06-15,3.54,,180.0
CHNL37,2013-07-15,1.07,,180.0
CHNL37,2013-08-15,2.3600000000000003,,170.0
CHNL37,2013-09-15,2.13,,170.0
CHNL37,2013-10-15,2.07,,140.0
CHNL37,2013-11-15,3.07,,160.0
CHNL37,2013-12-15,3.2,,150.0
CHNL37,2014-01-15,1.9300000000000002,10.0,160.0
CHNL37,2014-02-15,3.33,18.0,160.0
CHNL37,2014-03-15,3.23,,170.0
CHNL37,2014-04-15,1.82,,160.0
CHNL37,2014-05-15,1.9400000000000002,,160.0
CHNL37,2014-06-15,1.07,,150.0
CHNL37,2014-07-15,1.82,,160.0
CHNL37,2014-08-15,2.4,,160.0
CHNL37,2014-09-15,2.15,,150.0
CHNL37,2014-10-15,1.8699999999999999,,150.0
CHNL37,2014-11-15,2.3600000000000003,,150.0
CHNL37,2014-12-15,1.63,,160.0
CHNL37,2015-01-15,1.38,,180.0
CHNL37,2015-02-15,2.21,,170.0
CHNL37,2015-03-15,3.81,,140.0
CHNL37,2015-04-15,3.73,,150.0
CHNL37,2015-05-15,2.0,,160.0
CHNL37,2015-06-15,2.0,,180.0
CHNL37,2015-07-15,2.5,,180.0
CHNL37,2015-08-15,1.7,,160.0
CHNL37,2015-09-15,2.6,,150.0
CHNL37,2015-10-15,2.3,,180.0
CHNL37,2015-11-15,2.4,,190.0
CHNL37,2015-12-15,3.2,,150.0
CHNL37,2016-01-15,2.1,,190.0
CHNL37,2016-02-15,2.0,,165.0
CHNL37,2016-03-15,4.4,,190.0
CHNL37,2016-04-15,3.9,,170.0
CHNL37,2016-05-15,1.7,,160.0
CHNL37,2016-06-15,2.6,,160.0
CHNL37,2016-07-15,1.5,,170.0
CHNL37,2016-08-15,2.2,,170.0
CHNL37,2016-09-15,2.3,,160.0
CHNL37,2016-10-15,2.7,,160.0
CHNL37,2016-11-15,2.3,,150.0
CHNL37,2016-12-15,2.5,,190.0
CHNL37,2017-01-15,1.6,,170.0
CHNL37,2017-02-15,3.1,,180.0
CHNL37,2017-03-15,2.6,,180.0
CHNL37,2017-04-15,4.2,,180.0
CHNL37,2017-05-15,4.4,10.0,180.0
CHNL37,2017-06-15,2.2,10.0,160.0
CHNL37,2017-07-15,3.3,,190.0
CHNL37,2017-08-15,1.7,10.0,190.0
CHNL37,2017-09-15,4.1000000000000005,20.0,190.0
CHNL37,2017-10-15,5.0,5.0,300.0
CHNL37,2017-11-15,7.0,5.0,185.0
CHNL37,2017-12-15,3.0,5.0,485.0
CHNL37,2018-01-15,1.5,5.0,260.0
CHNL37,2018-02-15,2.0,10.0,245.0
CHNL37,2018-03-15,5.0,5.0,180.0
CHNL37,2018-05-15,4.0,10.0,160.0
CHNL37,2018-06-15,4.0,20.0,140.0
CHNL37,2018-07-15,4.0,5.0,200.0
CHNL37,2018-08-15,4.0,5.0,160.0
CHNL37,2018-09-15,8.0,10.0,190.0
CHNL37,2018-10-15,11.0,20.0,200.0
CHNL37,2018-11-15,10.0,20.0,240.0
CHNL37,2018-12-15,4.0,10.0,130.0
CHNL37,2019-01-15,6.0,10.0,190.0
CHNL37,2019-02-15,7.0,20.0,190.0
CHNL37,2019-03-15,6.0,10.0,200.0
CHNL37,2019-04-15,4.0,5.0,180.0
CHNL37,2019-05-15,1.0,10.0,200.0
CHNL37,2019-06-15,2.0,5.0,190.0
CHNL37,2019-07-15,4.0,10.0,190.0
CHNL37,2019-08-15,2.0,5.0,180.0
CHNL37,2019-09-15,2.0,5.0,190.0
CHNL37,2019-10-15,4.0,5.0,180.0
CHNL37,2019-11-15,4.0,10.0,200.0
CHNL37,2019-12-15,3.0,5.0,200.0
CHNL37,2020-01-15,1.0,5.0,100.0
CHNL37,2020-02-15,1.0,5.0,20.0
CHNL37,2020-03-15,1.0,5.0,20.0
CHNL37,2020-04-15,1.0,5.0,300.0
CHNL37,2020-05-15,1.0,5.0,300.0
CHNL37,2020-06-15,1.0,6.0,80.0
CHNL37,2020-07-15,1.0,8.0,120.0
CHNL37,2020-08-15,4.0,9.0,80.0
CHNL37,2020-09-15,4.0,5.0,160.0
CHNL37,2020-10-15,4.0,5.0,200.0
CHNL37,2020-12-15,2.0,5.0,80.0
CHNL37,2021-01-15,2.0,6.0,70.0
CHNL37,2021-02-15,3.0,13.0,50.0
CHNL37,2021-03-15,3.0,6.0,60.0
CHNL37,2021-04-15,2.0,6.0,90.0
CHNL37,2021-05-15,4.0,9.0,90.0
CHNL37,2021-07-15,4.0,5.0,120.0
CHNL37,2021-08-15,2.0,5.0,100.0
CHNL37,2021-09-15,1.0,5.0,100.0
CHNL37,2021-10-15,4.0,5.0,50.0
CHNL37,2021-11-15,4.0,9.0,50.0
CHNL37,2021-12-15,1.0,6.0,140.0
CHNL37,2022-01-15,4.0,6.0,130.0
CHNL37,2022-04-15,4.0,15.0,130.0
CHNL37,2022-07-15,5.0,14.0,160.0
CHNL37,2022-10-15,3.0,6.0,160.0
CHNL38,2018-01-15,6.0,35.0,1495.0
CHNL38,2018-03-15,11.5,75.0,1635.0
CHNL38,2018-04-15,4.0,45.0,845.0
CHNL38,2018-05-15,7.5,35.0,1155.0
CHNL38,2018-06-15,14.0,50.0,800.0
CHNL38,2018-07-15,13.0,35.0,665.0
CHNL38,2018-08-15,9.0,45.0,540.0
CHNL38,2018-09-15,21.5,45.0,590.0
CHNL38,2018-10-15,19.5,55.0,675.0
CHNL38,2018-11-15,13.0,60.0,1010.0
CHNL38,2018-12-15,17.5,40.0,1335.0
CHNL38,2019-01-15,3.0,45.0,1845.0
CHNL38,2019-02-15,3.5,45.0,1665.0
CHNL38,2019-03-15,13.0,40.0,1815.0
CHNL38,2019-04-15,23.0,45.0,1605.0
CHNL38,2019-05-15,5.0,55.0,1030.0
CHNL38,2019-06-15,3.5,40.0,1925.0
CHNL38,2019-07-15,89.5,60.0,925.0
CHNL38,2019-08-15,108.5,70.0,970.0
CHNL38,2019-09-15,22.0,40.0,805.0
CHNL38,2019-10-15,98.0,100.0,1280.0
CHNL38,2019-11-15,4.5,30.0,855.0
CHNL38,2019-12-15,12.5,25.0,2220.0
CHNL38,2020-01-15,6.0,40.0,2295.0
CHNL38,2020-02-15,6.0,40.0,2295.0
CHNL38,2020-03-15,20.0,40.0,2240.0
CHNL38,2020-04-15,2.0,40.0,1905.0
CHNL38,2020-05-15,25.0,70.0,1205.0
CHNL38,2020-06-15,1.0,50.0,1845.0
CHNL38,2020-07-15,28.5,32.0,1035.0
CHNL38,2020-08-15,28.5,46.5,515.0
CHNL38,2020-09-15,49.5,52.0,540.0
CHNL38,2020-10-15,44.5,45.5,755.0
CHNL38,2020-11-15,30.0,54.0,560.0
CHNL38,2020-12-15,2.5,38.0,1730.0
CHNL38,2021-01-15,13.5,41.0,1885.0
CHNL38,2021-02-15,3.5,36.0,2015.0000000000002
CHNL38,2021-03-15,1.5,31.0,1695.0
CHNL38,2021-04-15,7.5,33.5,1740.0
CHNL38,2021-05-15,15.5,37.0,1245.0
CHNL38,2021-06-15,89.5,47.0,650.0
CHNL38,2021-07-15,36.5,51.5,765.0
CHNL38,2021-08-15,90.5,53.5,1150.0
CHNL38,2021-09-15,114.0,63.5,1000.0
CHNL38,2021-10-15,11.5,58.0,1050.0
CHNL38,2021-11-15,89.0,41.0,1200.0
CHNL38,2021-12-15,79.5,33.0,845.0
CHNL38,2022-01-15,5.5,26.0,775.0
CHNL38,2022-02-15,10.0,26.0,2040.0
CHNL38,2022-03-15,8.0,26.5,1590.0
CHNL38,2022-04-15,4.0,25.5,1275.0
CHNL38,2022-05-15,34.0,27.0,690.0
CHNL38,2022-06-15,77.5,35.0,580.0
CHNL38,2022-07-15,81.5,56.0,870.0
CHNL38,2022-08-15,85.0,82.0,1045.0
CHNL38,2022-09-15,87.0,85.0,1375.0
CHNL38,2022-10-15,40.0,72.0,1130.0
CHNL38,2022-11-15,25.0,51.5,885.0
CHNL38,2022-12-15,16.5,35.0,945.0
CHNL39,2016-01-15,2.4299999999999997,48.0,484.0
CHNL39,2016-02-15,5.43,28.0,967.0
CHNL39,2016-03-15,3.0100000000000002,45.0,806.0
CHNL39,2016-04-15,2.7399999999999998,48.0,996.0
CHNL39,2016-05-15,1.41,45.0,806.0
CHNL39,2016-06-15,5.17,42.0,858.0
CHNL39,2016-08-15,10.319999999999999,47.0,779.0
CHNL39,2016-09-15,2.9,39.0,818.0
CHNL39,2016-10-15,4.64,31.0,300.0
CHNL39,2016-11-15,5.53,26.0,530.0
CHNL39,2016-12-15,3.33,28.0,431.0
CHNL39,2017-01-15,2.3800000000000003,31.0,420.0
CHNL39,2017-02-15,0.79,31.0,420.0
CHNL39,2017-03-15,1.4,28.0,480.0
CHNL39,2017-04-15,1.4,29.0,470.0
CHNL39,2017-05-15,1.0,23.0,450.0
CHNL39,2017-06-15,2.0,30.0,430.0
CHNL39,2017-07-15,1.6,50.0,470.0
CHNL39,2017-08-15,2.4,22.0,490.0
CHNL39,2017-09-15,2.8,48.0,490.0
CHNL39,2017-10-15,4.67,23.33,683.33
CHNL39,2017-11-15,1.0,53.330000000000005,721.6700000000001
CHNL39,2017-12-15,2.33,70.0,850.0
CHNL39,2018-01-15,1.6700000000000002,46.67,810.0
CHNL39,2018-02-15,1.0,5.0,980.0
CHNL39,2018-03-15,2.0,20.0,890.0
CHNL39,2018-04-15,1.0,40.0,1400.0
CHNL39,2018-05-15,2.0,40.0,1310.0
CHNL39,2018-06-15,2.0,10.0,870.0
CHNL39,2018-07-15,1.0,10.0,960.0
CHNL39,2018-08-15,2.0,40.0,930.0
CHNL39,2018-09-15,2.0,20.0,740.0
CHNL39,2018-10-15,2.0,50.0,220.0
CHNL39,2018-11-15,1.0,20.0,820.0
CHNL39,2018-12-15,1.0,10.0,860.0
CHNL39,2019-01-15,1.0,10.0,610.0
CHNL39,2019-02-15,3.0,40.0,760.0
CHNL39,2019-03-15,5.33,50.0,1780.0
CHNL39,2019-04-15,1.0,40.0,1540.0
CHNL39,2019-05-15,1.0,5.0,1420.0
CHNL39,2019-06-15,1.0,50.0,1320.0
CHNL39,2019-07-15,2.0,20.0,1180.0
CHNL39,2019-08-15,2.0,40.0,560.0
CHNL39,2019-09-15,12.0,10.0,1150.0
CHNL39,2019-10-15,1.0,30.0,490.0
CHNL39,2019-11-15,4.0,20.0,330.0
CHNL39,2019-12-15,1.0,5.0,470.0
CHNL39,2020-01-15,1.0,12.0,570.0
CHNL39,2020-02-15,1.0,12.0,570.0
CHNL39,2020-03-15,10.0,30.0,2690.0
CHNL39,2020-04-15,22.0,16.0,1790.0
CHNL39,2020-05-15,1.0,13.0,1620.0
CHNL39,2020-06-15,39.0,10.0,990.0
CHNL39,2020-07-15,35.0,20.0,950.0
CHNL39,2020-08-15,12.0,8.0,520.0
CHNL39,2020-09-15,16.0,13.0,580.0
CHNL39,2020-10-15,20.0,21.0,790.0
CHNL39,2020-11-15,1.0,11.0,850.0
CHNL39,2020-12-15,9.0,12.0,990.0
CHNL39,2021-01-15,1.0,8.0,920.0
CHNL39,2021-02-15,6.0,12.0,910.0
CHNL39,2021-03-15,1.0,12.0,1070.0
CHNL39,2021-04-15,4.0,14.0,1340.0
